twolev_1,twolev_2,twolev_3,twolev_4,twolev_5,twolev_6,twolev_7,twolev_8,twolev_9,twolev_10,twolev_11,twolev_12,twolev_13,twolev_14,twolev_15,twolev_16,twolev_17,twolev_18,twolev_19,twolev_20,threelev_1,threelev_2,threelev_3,threelev_4,threelev_5,threelev_6,threelev_7,threelev_8,threelev_9,threelev_10,threelev_11,threelev_12,threelev_13,threelev_14,threelev_15,threelev_16,threelev_17,threelev_18,threelev_19,threelev_20,fourlev_1,fourlev_2,fourlev_3,fourlev_4,fourlev_5,fourlev_6,fourlev_7,fourlev_8,fourlev_9,fourlev_10,fourlev_11,fourlev_12,fourlev_13,fourlev_14,fourlev_15,fourlev_16,fourlev_17,fourlev_18,fourlev_19,fourlev_20,fivelev_1,fivelev_2,fivelev_3,fivelev_4,fivelev_5,fivelev_6,fivelev_7,fivelev_8,fivelev_9,fivelev_10,fivelev_11,fivelev_12,fivelev_13,fivelev_14,fivelev_15,fivelev_16,fivelev_17,fivelev_18,fivelev_19,fivelev_20,sixlev_1,sixlev_2,sixlev_3,sixlev_4,sixlev_5,sixlev_6,sixlev_7,sixlev_8,sixlev_9,sixlev_10,sixlev_11,sixlev_12,sixlev_13,sixlev_14,sixlev_15,sixlev_16,sixlev_17,sixlev_18,sixlev_19,sixlev_20,sevenlev_1,sevenlev_2,sevenlev_3,sevenlev_4,sevenlev_5,sevenlev_6,sevenlev_7,sevenlev_8,sevenlev_9,sevenlev_10,sevenlev_11,sevenlev_12,sevenlev_13,sevenlev_14,sevenlev_15,sevenlev_16,sevenlev_17,sevenlev_18,sevenlev_19,sevenlev_20,eightlev_1,eightlev_2,eightlev_3,eightlev_4,eightlev_5,eightlev_6,eightlev_7,eightlev_8,eightlev_9,eightlev_10,eightlev_11,eightlev_12,eightlev_13,eightlev_14,eightlev_15,eightlev_16,eightlev_17,eightlev_18,eightlev_19,eightlev_20,ninelev_1,ninelev_2,ninelev_3,ninelev_4,ninelev_5,ninelev_6,ninelev_7,ninelev_8,ninelev_9,ninelev_10,ninelev_11,ninelev_12,ninelev_13,ninelev_14,ninelev_15,ninelev_16,ninelev_17,ninelev_18,ninelev_19,ninelev_20,tenlev_1,tenlev_2,tenlev_3,tenlev_4,tenlev_5,tenlev_6,tenlev_7,tenlev_8,tenlev_9,tenlev_10,tenlev_11,tenlev_12,tenlev_13,tenlev_14,tenlev_15,tenlev_16,tenlev_17,tenlev_18,tenlev_19,tenlev_20,elevenlev_1,elevenlev_2,elevenlev_3,elevenlev_4,elevenlev_5,elevenlev_6,elevenlev_7,elevenlev_8,elevenlev_9,elevenlev_10,elevenlev_11,elevenlev_12,elevenlev_13,elevenlev_14,elevenlev_15,elevenlev_16,elevenlev_17,elevenlev_18,elevenlev_19,elevenlev_20,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,cont11,cont12,cont13,cont14,cont15,cont16,cont17,cont18,cont19,cont20,cont21,cont22,cont23,cont24,cont25,cont26,cont27,cont28,cont29,cont30,cont31,cont32,cont33,cont34,cont35,cont36,cont37,cont38,cont39,cont40,cont41,cont42,cont43,cont44,cont45,cont46,cont47,cont48,cont49,cont50,cont51,cont52,cont53,cont54,cont55,cont56,cont57,cont58,cont59,cont60,cont61,cont62,cont63,cont64,cont65,cont66,cont67,cont68,cont69,cont70,cont71,cont72,cont73,cont74,cont75,cont76,cont77,cont78,cont79,cont80,cont81,cont82,cont83,cont84,cont85,cont86,cont87,cont88,cont89,cont90,cont91,cont92,cont93,cont94,cont95,cont96,cont97,cont98,cont99,cont100
1,1,1,2,2,2,1,2,1,1,2,2,2,2,2,1,1,1,2,1,2,1,2,1,1,1,1,1,2,1,1,2,2,1,1,3,2,1,1,2,4,1,3,1,4,2,1,2,3,1,4,1,4,1,2,4,3,3,2,3,1,5,1,3,2,1,4,2,5,4,2,4,1,1,4,2,2,3,4,5,6,6,3,3,2,2,2,3,6,5,2,6,1,3,4,1,4,1,2,4,7,4,4,2,2,3,5,4,1,5,2,4,1,7,3,1,4,6,6,3,7,7,5,3,2,1,3,2,3,2,5,8,8,6,1,1,2,5,5,1,7,4,4,1,1,2,7,7,4,7,4,6,4,8,9,8,9,9,8,4,8,2,2,2,2,2,9,4,10,2,2,2,2,9,9,9,2,2,7,6,8,9,7,7,7,9,7,7,9,9,9,7,11,5,7,7,4,7,9,3,11,15,442,458,206,378,164,479,417,349,169,170,392,141,196,449,323,365,386,470,255,429,425,160,234,360,249,397,349,296,425,349,53,479,463,329,289,422,196,252,276,75,323,308,192,326,37,206,268,311,255,311,271,316,479,261,313,171,422,349,164,20,190,149,134,101,37,160,492,354,99,308,377,58,385,439,55,50,9,392,420,237,425,71,404,349,492,323,112,370,269,417,29,490,378,474,363,261,424,108
2,2,2,2,2,1,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,2,1,3,1,2,3,2,1,2,1,3,1,3,1,3,1,1,1,1,2,2,4,3,3,1,4,3,2,2,1,2,1,1,1,4,3,2,1,4,5,1,4,3,5,3,4,1,5,5,4,5,1,5,2,5,5,3,4,4,6,1,5,6,1,6,2,1,5,3,5,2,4,4,1,3,1,4,1,5,6,1,5,6,4,2,2,1,7,4,5,1,7,2,3,2,6,1,7,1,2,4,5,6,1,2,6,6,2,5,8,2,5,5,2,2,5,5,5,3,4,9,5,5,9,5,9,9,5,5,5,1,5,3,9,4,7,4,5,7,2,9,4,2,1,4,8,9,9,4,9,4,8,4,1,8,1,9,8,2,9,7,7,7,7,11,7,1,7,3,7,3,7,1,7,9,4,7,1,10,188,60,259,420,145,265,484,234,435,273,136,446,354,240,245,48,174,483,80,499,259,145,232,150,152,339,298,284,174,261,136,174,369,158,429,89,245,96,220,201,192,136,167,213,264,136,307,446,405,106,185,308,136,39,267,151,385,333,145,78,325,324,317,265,198,163,452,354,441,174,136,198,220,255,203,174,275,420,437,300,384,494,104,194,156,111,179,315,83,174,259,163,267,397,406,132,458,163,449,138
2,1,2,1,2,2,1,2,1,2,1,1,2,1,2,1,1,2,1,2,1,2,1,3,3,1,1,3,3,3,1,2,1,3,2,2,2,2,3,2,2,1,4,2,4,2,3,1,2,2,3,4,4,1,2,1,3,1,1,2,4,1,4,5,2,2,1,5,2,4,1,2,5,1,4,1,5,2,5,3,5,2,3,5,6,2,4,2,6,1,6,3,4,4,1,4,3,6,4,2,6,1,3,1,5,7,7,1,1,7,1,5,3,5,7,6,6,3,4,4,3,8,2,8,2,2,2,1,3,1,3,5,4,8,2,2,5,6,7,8,7,2,2,5,4,2,3,2,8,2,2,1,8,2,8,2,3,5,2,9,1,4,6,10,4,1,10,2,4,10,10,6,2,1,8,10,1,10,10,2,9,1,1,10,8,8,2,2,8,5,2,10,4,10,10,10,3,1,2,3,170,261,23,426,76,101,191,220,290,36,192,396,463,425,240,466,218,7,74,203,313,413,313,348,375,179,218,273,425,297,452,400,326,65,20,397,103,452,203,500,203,440,118,62,251,5,409,440,432,375,130,238,203,292,22,366,157,260,507,466,452,338,375,425,425,348,201,425,32,452,278,289,91,20,143,487,343,286,512,127,505,149,348,106,242,248,261,487,10,290,36,502,101,102,65,163,38,108,511,36
2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,2,1,2,2,2,1,2,2,1,1,3,2,1,3,1,1,1,1,1,2,2,3,2,1,3,4,1,4,3,1,4,3,3,2,4,1,4,4,2,1,3,2,4,3,2,1,3,4,1,1,2,3,4,3,2,1,2,5,4,5,5,3,5,4,1,4,1,6,4,6,4,1,1,2,3,3,5,5,4,2,5,4,2,1,6,6,6,3,6,3,2,6,6,2,6,3,5,6,6,5,2,2,7,1,6,3,7,6,2,2,1,2,8,7,6,3,3,2,6,2,2,8,3,1,7,4,4,4,4,4,5,4,4,2,4,9,4,4,4,4,4,6,5,4,10,8,3,1,8,1,1,5,8,3,8,8,9,8,7,8,8,8,1,10,1,10,3,10,3,10,3,3,7,2,3,10,10,10,9,10,3,10,3,8,279,332,269,311,340,212,300,18,294,287,18,2,379,192,117,122,110,111,385,264,355,273,167,354,169,379,257,226,70,507,41,230,82,379,32,230,230,2,138,365,8,412,258,250,151,296,175,63,454,384,257,224,44,163,76,166,441,141,511,70,511,261,231,151,354,51,499,44,412,213,499,412,41,159,504,51,476,422,405,77,258,384,512,72,93,508,415,203,238,458,88,12,151,436,203,437,54,98,77,151
1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,1,1,2,2,2,2,3,2,1,3,3,2,3,2,3,2,2,2,3,4,4,3,2,4,1,2,1,1,2,1,1,3,3,3,4,1,3,3,5,4,5,1,2,2,1,2,5,5,5,4,5,5,2,3,5,2,1,3,2,3,2,3,1,1,2,2,2,4,3,2,6,1,5,4,1,4,4,6,1,2,3,7,4,6,6,2,7,5,1,2,1,1,5,6,6,1,4,6,8,7,1,1,4,6,1,1,2,1,7,5,6,5,4,2,6,3,1,3,5,5,9,9,5,1,6,9,1,1,1,2,1,9,2,2,1,7,2,5,3,1,1,8,1,9,1,3,8,8,1,7,1,1,9,9,8,8,1,6,1,5,5,5,5,1,5,9,5,6,5,5,10,5,8,5,7,5,8,9,152,413,117,297,251,129,301,168,415,385,235,443,400,337,185,241,225,337,412,220,65,86,337,30,304,76,261,495,443,170,453,168,35,507,185,177,462,400,382,247,356,433,361,105,330,7,68,322,501,281,61,121,30,135,473,62,388,391,359,399,264,480,307,47,94,105,185,115,467,356,168,60,221,147,265,507,80,176,497,105,105,366,304,467,96,390,47,264,400,495,170,185,419,447,7,400,235,304,327,218
2,2,1,1,1,1,2,2,1,1,2,1,2,2,1,2,2,1,2,2,1,2,3,1,1,2,1,3,1,2,3,3,3,2,2,1,3,2,2,1,1,1,4,1,2,4,1,1,2,1,2,1,2,4,4,4,2,3,1,1,4,4,1,2,1,2,4,1,4,4,5,3,4,4,1,5,4,5,1,5,2,5,3,4,2,3,1,4,5,2,1,1,3,1,3,1,2,5,6,2,5,1,5,2,1,4,1,4,5,2,2,5,2,7,3,4,7,2,6,7,7,4,4,8,2,8,5,8,4,1,7,4,3,7,3,2,1,4,8,1,8,6,6,8,9,6,6,1,6,6,6,1,6,6,4,4,3,4,6,4,7,6,6,6,6,6,6,9,1,6,6,2,6,6,9,6,6,6,6,2,1,7,7,7,9,7,9,7,7,11,7,7,8,7,7,7,11,7,7,6,37,343,508,194,333,222,118,428,106,378,361,297,168,305,258,14,12,201,283,51,368,298,316,494,93,282,145,422,126,3,410,382,258,41,342,380,413,126,310,203,346,287,429,406,265,433,410,94,464,309,277,346,378,88,368,114,343,21,330,298,24,366,444,409,382,484,488,410,430,330,347,484,158,242,183,287,450,475,315,409,433,378,462,364,270,17,268,112,306,464,382,46,258,310,433,75,11,359,81,162
1,1,1,1,2,2,1,1,1,1,2,2,1,1,2,2,1,2,1,2,1,2,2,1,1,3,1,1,2,3,2,3,2,2,1,2,3,2,2,1,3,2,4,2,3,4,2,2,3,1,1,1,3,3,1,3,3,4,4,3,4,5,1,5,2,3,4,3,1,3,5,5,3,2,4,4,5,3,2,4,6,4,1,3,5,3,6,4,2,1,4,5,6,2,2,3,1,6,5,4,6,6,6,3,3,2,5,3,4,1,7,3,7,4,2,3,7,3,6,7,4,8,7,5,5,4,5,1,5,8,8,7,1,1,7,5,3,2,5,1,7,7,7,5,8,8,1,7,1,8,9,1,1,1,1,3,5,7,8,5,6,2,10,10,2,2,2,7,5,2,2,7,2,2,2,2,2,2,10,8,2,1,2,1,4,2,1,10,9,5,4,2,7,2,9,10,10,2,9,11,370,42,229,477,36,452,459,137,266,23,384,384,235,211,357,40,390,48,94,351,470,259,43,333,108,512,427,470,67,459,261,36,29,36,482,18,69,499,171,315,48,325,97,29,1,155,152,123,482,324,397,23,439,455,246,207,61,28,509,179,352,219,400,67,80,53,229,211,251,106,285,319,454,246,259,301,123,444,198,38,495,187,440,367,311,123,58,237,301,152,205,507,67,474,385,171,444,301,165,23
1,1,2,1,2,2,2,2,2,1,1,1,2,2,2,1,1,2,2,1,1,2,3,3,2,2,3,1,2,3,3,3,1,2,1,2,1,1,3,3,2,1,4,4,3,2,1,1,4,4,1,1,4,2,4,2,1,4,3,3,3,2,3,1,2,1,5,1,1,1,4,2,1,5,4,4,3,2,2,5,5,6,2,2,6,4,2,2,4,6,1,1,2,4,4,3,6,5,3,6,1,5,5,4,5,4,2,3,2,5,3,5,3,4,5,5,4,1,7,5,2,5,8,7,2,4,8,6,3,5,2,8,8,1,7,7,4,6,2,4,9,6,6,6,6,6,6,5,6,6,6,6,9,6,6,6,1,6,6,2,8,8,8,2,5,2,8,4,8,2,8,4,2,2,8,8,9,2,5,10,2,6,6,6,8,6,6,6,5,5,6,6,10,6,3,10,5,6,6,2,52,361,97,218,373,427,127,119,444,98,203,121,427,445,475,267,259,61,120,202,334,361,445,482,450,394,180,180,306,36,336,118,349,293,108,444,311,197,322,278,427,94,197,214,148,217,18,427,197,464,129,306,429,240,279,16,378,427,56,94,222,421,187,388,284,97,123,220,138,110,163,499,420,401,142,16,24,406,254,129,217,444,341,460,84,366,42,89,453,450,489,43,97,15,311,18,427,213,2,115
1,2,2,1,2,2,1,2,2,2,1,2,1,1,1,2,2,1,1,1,2,1,1,3,2,1,1,1,3,3,1,1,3,1,1,2,1,3,1,3,2,2,1,1,2,3,3,2,1,4,2,1,1,1,2,3,3,3,4,3,5,3,3,2,5,3,2,1,4,1,2,4,2,5,2,3,3,5,4,5,3,5,1,6,1,2,6,6,5,4,4,2,3,4,1,4,4,2,3,5,6,1,6,2,6,1,3,6,4,4,4,2,1,6,6,4,6,6,4,3,7,6,7,2,1,7,3,8,4,1,8,6,3,5,2,3,3,3,4,8,8,9,3,8,7,6,6,6,6,6,6,7,6,6,9,6,6,4,6,8,10,4,10,4,9,4,4,1,2,4,4,4,4,4,4,10,6,4,4,10,10,5,5,2,5,5,5,9,11,4,9,1,11,9,11,5,6,11,5,1,225,512,65,509,228,390,93,218,457,159,240,304,445,480,311,307,123,410,129,34,179,105,307,230,113,491,436,218,509,320,141,11,308,180,69,214,38,436,218,467,173,250,96,39,344,390,116,50,173,320,180,113,17,433,378,204,397,213,342,266,17,175,2,480,436,436,22,38,116,445,360,312,299,165,509,436,414,387,96,173,11,59,320,435,428,256,443,123,104,105,72,330,390,238,457,204,84,436,439,113
2,1,1,1,2,1,1,1,1,2,2,1,1,1,2,1,2,1,2,2,2,2,3,2,3,2,1,3,1,1,3,3,3,3,2,2,2,2,3,3,1,4,4,3,1,3,4,1,1,1,1,3,1,1,2,4,1,3,1,3,3,3,2,5,3,2,2,2,4,1,3,5,2,2,5,4,5,2,4,4,4,4,2,5,6,5,4,2,6,5,1,4,3,5,1,6,5,2,4,3,2,4,4,1,5,4,5,4,6,5,7,6,1,4,1,2,1,1,5,1,7,6,2,1,5,5,2,3,1,8,2,7,3,2,2,7,5,1,4,2,5,2,2,2,2,2,5,8,9,2,9,5,2,2,2,6,1,1,8,7,8,2,2,9,9,7,2,7,7,2,5,10,7,7,7,2,9,7,2,5,11,8,8,8,8,8,8,9,3,11,8,3,1,8,8,4,8,3,3,9,392,207,180,478,85,81,340,186,49,501,381,289,162,221,472,152,286,344,73,209,266,168,250,122,286,501,262,487,429,431,416,162,2,268,38,34,132,8,132,3,312,77,30,414,221,501,3,509,150,286,167,221,344,270,28,167,5,124,64,510,73,66,107,261,372,104,119,40,350,338,244,389,364,286,189,481,350,43,139,250,122,509,38,68,496,167,498,81,15,504,183,206,110,289,117,429,465,69,59,97
2,2,1,2,1,1,2,1,2,2,1,1,1,2,2,1,2,2,1,2,1,1,3,1,2,1,2,2,2,1,2,2,3,3,3,1,1,1,2,1,4,4,4,1,3,4,1,3,3,1,1,4,4,4,3,4,1,4,2,3,3,5,5,2,4,3,5,3,3,1,4,4,2,2,4,1,4,5,4,3,5,1,2,4,2,1,3,1,6,3,6,6,4,6,3,4,5,6,1,2,6,4,5,5,5,3,6,5,2,6,2,7,6,5,4,1,6,6,1,7,4,1,2,2,1,2,5,2,2,4,8,7,4,2,8,5,6,8,7,8,4,4,4,4,6,2,1,4,4,8,4,2,4,9,9,4,4,1,4,2,10,9,7,6,7,7,1,4,7,7,8,6,7,7,7,7,7,7,1,6,5,1,2,8,2,4,8,8,8,2,8,8,8,1,8,1,4,8,8,7,61,101,290,182,365,12,330,390,176,500,109,117,13,252,464,126,306,235,481,360,441,126,95,166,61,211,497,390,415,415,348,357,450,136,24,136,235,390,85,280,355,252,355,117,377,252,275,20,182,270,327,404,259,33,85,235,338,509,189,235,156,121,225,390,464,308,202,377,136,404,223,415,365,483,219,70,212,470,478,215,390,404,464,123,97,481,287,418,327,478,429,391,391,42,60,377,487,411,411,450
1,2,1,1,1,2,2,2,2,1,1,1,1,2,1,2,2,1,2,1,1,2,2,3,1,2,1,3,2,1,2,1,1,3,3,1,1,1,2,3,2,3,2,1,3,4,2,3,4,2,2,4,3,1,1,1,3,1,3,3,4,5,2,5,2,3,5,5,5,3,2,3,3,2,5,2,3,1,1,3,3,2,4,6,6,6,2,1,5,4,3,5,3,6,3,2,4,1,5,4,7,7,5,2,4,5,2,2,2,3,3,7,5,1,1,6,3,6,4,2,6,1,4,1,1,8,8,5,7,3,1,5,3,8,5,5,7,6,5,8,6,4,1,1,8,4,4,1,9,4,4,7,4,4,8,8,4,9,8,7,1,2,10,6,6,8,6,3,4,2,8,6,8,2,2,6,8,2,2,10,5,2,11,2,11,5,9,5,5,7,5,5,5,2,9,5,9,5,2,10,102,201,181,58,239,84,449,138,133,144,353,152,105,336,332,388,432,1,512,163,323,454,248,105,54,487,301,93,69,443,189,105,229,342,27,145,388,454,205,450,487,367,153,477,421,425,398,276,398,359,359,9,125,147,501,159,340,45,479,10,372,491,356,210,318,394,5,171,427,315,152,11,480,42,332,222,501,179,40,391,487,512,469,324,10,157,189,157,427,359,39,443,171,205,116,336,469,44,507,27
1,2,2,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,2,3,3,3,2,3,1,2,2,3,2,1,2,3,1,3,3,1,2,3,1,1,1,3,1,4,3,3,2,1,4,1,4,4,1,1,1,1,4,1,2,5,5,1,1,4,3,1,2,2,5,5,1,4,3,2,2,2,3,1,4,3,3,1,5,3,3,4,6,2,2,5,5,1,1,6,2,1,5,5,2,1,4,7,2,1,6,7,6,6,1,7,1,3,3,7,6,7,7,8,5,8,1,1,4,1,5,4,1,1,1,1,8,8,8,7,6,8,1,1,4,4,8,1,4,9,4,4,9,8,7,4,4,4,8,2,7,8,3,9,10,5,10,9,10,10,5,5,3,3,10,3,10,3,3,3,3,10,8,1,4,4,4,4,7,11,11,11,6,11,4,11,4,6,4,6,4,4,4,22,317,102,489,4,179,183,14,281,292,259,238,19,289,109,384,85,127,305,124,33,459,375,232,270,361,194,195,334,410,483,95,104,418,415,118,144,282,232,300,459,144,166,181,134,401,144,174,374,153,500,104,245,308,179,326,438,418,409,204,363,67,276,466,418,116,509,224,8,241,195,179,488,238,176,254,483,152,281,144,270,231,238,50,480,32,15,245,289,72,254,495,363,234,449,85,282,289,494,436
1,2,2,1,2,1,2,1,2,1,2,1,2,2,1,1,1,1,1,1,2,2,2,3,1,2,2,1,3,1,2,3,2,2,3,1,2,1,3,3,4,3,2,1,1,2,2,2,2,3,4,1,3,1,2,2,2,2,2,2,5,4,4,2,2,5,2,5,5,1,5,4,3,5,3,4,2,3,5,2,3,4,1,2,3,4,5,1,6,1,1,5,4,2,3,2,3,5,4,1,1,6,6,5,2,6,3,5,6,2,6,5,7,4,3,1,2,4,5,5,2,3,6,2,2,1,2,8,8,3,8,1,3,5,8,8,7,7,2,2,6,9,1,4,5,4,3,4,4,9,1,6,4,4,4,2,4,3,4,9,1,5,3,5,5,5,8,2,5,6,9,8,5,9,5,5,5,5,5,7,11,6,10,6,10,6,6,9,9,11,6,6,11,6,6,9,7,6,6,6,45,485,495,226,360,79,188,485,239,406,158,99,295,135,93,426,298,239,152,431,104,321,389,459,92,135,135,31,9,1,501,94,135,350,445,273,394,391,447,429,56,158,408,184,214,135,278,250,449,48,77,280,171,304,510,14,444,280,268,445,407,62,106,481,171,156,380,31,445,115,171,382,168,488,96,241,112,392,79,26,409,459,455,475,461,397,247,10,158,115,352,35,488,27,225,199,79,158,454,92
2,2,1,2,1,2,2,1,2,2,2,1,1,1,2,1,2,1,2,1,1,2,2,2,1,2,3,1,2,1,2,2,1,2,3,1,2,2,3,1,3,1,4,4,2,3,1,1,3,4,4,3,3,3,1,4,4,2,4,1,5,3,3,1,5,1,1,3,1,5,2,2,5,1,1,3,3,1,5,2,6,2,5,4,3,4,1,2,4,2,1,4,6,3,5,3,2,2,5,2,7,5,1,2,7,4,5,6,5,4,6,1,1,5,6,3,3,7,1,5,6,1,6,6,6,6,2,7,6,2,5,4,4,3,1,7,6,4,7,1,2,8,8,9,5,8,9,1,1,1,1,9,8,1,8,8,4,4,1,6,10,8,8,9,1,8,8,1,2,1,8,3,1,8,4,8,9,8,10,6,10,6,4,6,6,6,6,4,9,10,6,4,4,6,6,6,10,4,6,8,396,397,211,46,71,324,222,36,328,463,175,208,106,268,439,256,108,18,18,467,256,130,122,89,242,18,477,484,477,112,281,307,121,335,408,13,67,89,194,149,307,200,54,44,133,484,103,484,158,122,268,242,273,188,67,268,369,467,417,324,28,82,417,181,89,408,474,208,169,437,95,463,484,157,129,60,131,216,126,365,163,208,185,380,403,224,490,158,495,185,383,396,175,278,495,2,26,438,42,91
2,2,2,1,1,2,1,1,1,1,2,2,2,1,1,1,1,2,2,1,2,2,2,3,2,2,3,3,3,1,2,3,3,3,3,3,1,3,1,3,3,4,2,3,2,4,4,2,1,4,3,2,3,3,2,1,4,1,2,1,4,2,4,5,2,3,3,2,3,1,4,1,4,5,2,2,5,3,2,2,5,4,3,2,4,5,2,6,6,1,5,3,1,3,1,6,6,4,4,1,2,3,6,7,1,4,1,6,4,7,4,2,1,4,6,7,2,7,2,3,2,4,6,3,7,7,5,1,8,1,6,3,1,4,5,2,6,4,7,3,4,2,2,2,7,2,3,2,8,2,8,1,2,2,8,8,2,2,8,6,9,6,6,6,9,6,3,10,3,6,6,1,9,7,6,6,6,3,3,1,8,8,8,8,9,8,9,9,1,6,8,9,4,8,1,8,11,9,8,10,9,231,438,276,69,466,371,491,195,370,462,440,507,296,338,459,491,370,102,33,3,466,56,440,205,466,259,370,288,61,346,278,499,50,344,164,321,265,106,63,239,50,392,344,208,319,128,265,109,288,370,302,73,139,61,332,452,304,160,208,248,344,147,277,50,73,361,370,265,33,122,138,482,154,296,56,499,7,459,385,151,1,417,479,407,414,14,278,231,73,220,462,79,381,393,160,125,296,30,159
2,1,2,2,1,1,2,2,2,1,2,2,1,2,2,1,1,2,2,1,2,1,2,1,2,2,2,2,3,3,3,1,2,1,1,2,3,2,1,3,4,3,2,4,3,2,3,2,3,4,4,2,4,4,1,4,2,4,1,2,1,4,5,2,5,3,2,2,5,2,1,4,2,4,5,1,1,5,1,3,6,3,3,6,6,6,3,5,4,4,3,4,2,6,5,1,4,5,5,6,4,2,5,4,7,5,2,5,1,5,3,3,5,2,7,6,4,7,5,7,3,6,2,2,5,5,4,5,1,4,3,4,6,4,4,8,2,4,7,6,9,7,7,7,7,1,7,1,7,7,1,6,7,1,1,7,5,4,1,3,8,3,9,3,3,8,3,8,1,9,3,6,8,3,9,5,8,3,3,4,1,1,10,10,5,5,10,1,5,10,10,5,6,4,5,10,6,1,1,2,192,246,187,271,207,220,298,184,483,371,252,505,66,220,330,417,200,114,46,82,171,5,93,133,232,411,48,477,252,371,505,483,336,252,372,53,411,310,263,111,372,397,142,123,477,311,378,200,505,258,105,93,49,130,92,165,133,439,274,66,245,320,274,158,203,274,265,11,337,311,425,30,500,30,193,82,175,339,289,444,322,287,84,160,332,337,190,114,135,30,244,287,158,419,75,312,302,135,200,5
2,1,2,2,1,1,2,2,2,1,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,1,2,1,3,1,3,2,2,2,1,3,1,3,1,3,2,4,1,4,1,3,2,2,2,2,1,3,1,3,3,2,2,3,1,3,4,1,2,4,4,2,3,5,3,1,1,1,4,5,2,1,4,3,1,5,2,6,3,5,1,2,3,6,1,4,6,6,5,2,4,2,6,4,2,6,6,2,2,1,1,6,2,2,3,6,1,7,2,1,6,2,1,6,1,3,4,4,4,5,1,7,2,7,6,6,6,8,3,7,2,7,4,2,8,1,7,5,5,5,2,5,8,5,2,5,5,4,5,5,5,2,5,7,8,8,1,9,4,4,4,4,4,5,9,4,4,9,4,4,4,9,7,4,4,10,1,10,3,3,3,10,10,10,3,6,10,10,1,3,3,10,4,3,3,6,424,387,379,207,117,218,240,281,430,423,218,233,345,76,283,218,146,110,482,456,66,398,321,53,47,263,74,239,284,283,93,258,311,39,345,427,370,446,281,338,281,500,91,457,120,36,155,169,316,439,74,500,370,404,23,367,65,343,23,388,504,201,119,370,120,476,310,281,185,468,464,430,476,496,128,294,187,461,386,24,39,181,500,262,126,20,284,465,120,260,211,91,311,281,193,476,299,267,169,146
2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,2,2,3,2,2,1,1,1,3,1,1,2,3,1,1,2,2,2,2,1,4,2,2,1,4,4,2,3,3,2,4,1,1,2,4,3,4,3,1,2,2,3,2,2,2,2,4,4,5,4,5,2,5,3,5,5,1,3,4,2,3,2,5,3,6,3,3,4,3,5,1,6,2,6,5,2,5,4,1,1,7,6,6,1,1,1,1,1,6,2,1,2,7,7,2,7,6,7,1,1,3,6,3,8,6,8,1,8,1,3,4,6,7,6,6,3,3,6,4,6,3,1,1,5,6,1,1,9,1,1,7,8,7,7,7,7,7,1,6,9,2,2,6,6,6,4,4,2,6,2,4,4,4,6,6,4,6,6,6,3,5,10,9,10,10,6,1,10,4,9,10,6,5,1,11,1,7,2,1,9,489,407,134,168,253,269,202,34,473,512,127,165,408,446,381,147,287,178,372,282,39,351,61,392,426,147,244,445,309,28,445,276,329,269,61,242,91,389,152,88,319,392,359,1,237,497,39,377,271,329,226,6,200,511,408,147,8,13,71,271,488,43,418,28,488,237,79,485,392,104,489,302,143,341,145,14,351,52,351,165,341,220,82,287,362,100,96,174,473,48,163,119,505,271,71,144,410,197,260,122
2,1,2,1,2,1,1,1,1,1,2,1,2,2,2,2,2,1,2,1,2,2,2,3,1,1,3,2,1,2,1,2,3,2,2,1,3,2,1,1,3,4,1,1,4,4,1,2,1,3,2,2,4,3,1,2,1,4,1,1,1,4,1,2,3,3,3,5,1,3,5,1,3,1,2,1,4,2,3,2,4,6,6,2,1,5,1,4,1,2,1,4,6,2,2,1,2,6,6,4,1,4,7,1,4,6,5,5,7,6,2,6,5,5,1,5,3,3,5,1,2,7,8,1,8,4,7,6,8,2,6,1,6,6,3,4,8,6,6,4,1,7,2,7,2,9,8,7,2,7,6,3,2,2,7,7,3,2,2,6,7,3,7,1,7,7,3,9,1,3,7,9,7,1,7,3,1,1,3,3,10,8,1,8,6,4,8,9,4,5,4,9,8,8,3,8,5,1,8,11,499,499,385,384,344,247,76,132,459,40,172,459,40,384,304,139,130,449,148,46,191,468,182,276,289,412,359,2,206,384,238,362,417,384,77,461,84,362,317,159,266,358,207,129,276,441,236,156,45,443,72,478,20,354,429,149,228,6,72,412,378,441,436,103,276,483,330,236,186,158,417,218,334,387,271,459,355,51,235,375,115,437,4,92,26,201,180,313,359,441,45,436,304,390,332,470,384,222,428,263
